mul_name,single-sided,zero-error,mue_ED0,var_ED0,mue_ED,NMED,var_ED,mue_RED,var_RED,mue_ARED,var_ARED,RMS_ED,RMS_RED,ER,WCE,WCRE
ReFAM_new2_sta1_j2_k7,NO,NO,96.0,78506.0,184.857422,0.002843,53549.733578,0.037416,0.023846,0.037416,0.023846,296.179,0.158891,0.6521,1020.0,2.0
ReFAM_new2_sta1_j3_k1,NO,NO,2.25,68.9375,4.5,6.9e-05,53.75,0.002243,0.000791,0.002243,0.000791,8.602325,0.02822,0.320313,24.0,2.0
ReFAM_new2_sta1_j3_k2,NO,NO,5.25,314.4375,10.375,0.00016,234.359375,0.004532,0.001988,0.004532,0.001988,18.493242,0.044816,0.421875,56.0,2.0
ReFAM_new2_sta1_j3_k3,NO,NO,11.25,1343.4375,22.0625,0.000339,983.246094,0.008183,0.004374,0.008183,0.004374,38.340579,0.066638,0.488281,120.0,2.0
ReFAM_new2_sta1_j3_k4,NO,NO,23.25,5553.4375,45.40625,0.000698,4032.272461,0.013758,0.008813,0.013758,0.008813,78.064076,0.094882,0.533203,248.0,2.0
ReFAM_new2_sta1_j3_k5,NO,NO,47.25,22581.4375,92.078125,0.001416,16335.618896,0.021754,0.016392,0.021754,0.016392,157.524601,0.129867,0.562012,504.0,2.0
ReFAM_new2_sta1_j3_k6,NO,NO,95.25,78205.4375,184.230469,0.002833,53337.134384,0.036968,0.023239,0.036968,0.023239,295.428502,0.156862,0.641846,1016.0,2.0
ReFAM_new2_sta1_j4_k1,NO,NO,4.5,275.75,9.0,0.000138,215.0,0.003731,0.001474,0.003731,0.001474,17.204651,0.038571,0.320313,48.0,2.0
ReFAM_new2_sta1_j4_k2,NO,NO,10.5,1257.75,20.75,0.000319,937.4375,0.007395,0.003706,0.007395,0.003706,36.986484,0.061326,0.421875,112.0,2.0
ReFAM_new2_sta1_j4_k3,NO,NO,22.5,5373.75,44.125,0.000679,3932.984375,0.012975,0.008004,0.012975,0.008004,76.681158,0.090399,0.488281,240.0,2.0
ReFAM_new2_sta1_j4_k4,NO,NO,46.5,22213.75,90.8125,0.001397,16129.089844,0.020973,0.015464,0.020973,0.015464,156.128152,0.126109,0.533203,496.0,2.0
ReFAM_new2_sta1_j4_k5,NO,NO,94.5,77781.75,183.078125,0.002816,53194.400146,0.036219,0.02234,0.036219,0.02234,294.469014,0.153793,0.620117,1008.0,2.0
ReFAM_new2_sta1_j5_k1,NO,NO,9.0,1103.0,18.0,0.000277,860.0,0.006046,0.002757,0.006046,0.002757,34.409301,0.052857,0.320313,96.0,2.0
ReFAM_new2_sta1_j5_k2,NO,NO,21.0,5031.0,41.5,0.000638,3749.75,0.011648,0.006781,0.011648,0.006781,73.972968,0.083166,0.421875,224.0,2.0
ReFAM_new2_sta1_j5_k3,NO,NO,45.0,21495.0,88.25,0.001357,15731.9375,0.019654,0.014005,0.019654,0.014005,153.362316,0.119965,0.488281,480.0,2.0
ReFAM_new2_sta1_j5_k4,NO,NO,93.0,76951.0,180.75,0.00278,52929.4375,0.034953,0.020922,0.034953,0.020922,292.574777,0.148808,0.584473,992.0,2.0
ReFAM_new2_sta1_j6_k1,NO,NO,18.0,4412.0,36.0,0.000554,3440.0,0.009415,0.005035,0.009415,0.005035,68.818602,0.071581,0.320313,192.0,2.0
ReFAM_new2_sta1_j6_k2,NO,NO,42.0,20124.0,83.0,0.001276,14999.0,0.017455,0.011806,0.017455,0.011806,147.945936,0.110046,0.421875,448.0,2.0
ReFAM_new2_sta1_j6_k3,NO,NO,90.0,74972.0,175.75,0.002703,52183.9375,0.032797,0.018774,0.032797,0.018774,288.222137,0.140889,0.533203,960.0,2.0
ReFAM_new2_sta1_j7_k1,NO,NO,36.0,17648.0,72.0,0.001107,13760.0,0.013871,0.008698,0.013871,0.008698,137.637204,0.094288,0.320313,384.0,2.0
ReFAM_new2_sta1_j7_k2,NO,NO,84.0,71280.0,165.5,0.002545,50945.75,0.029305,0.015753,0.029305,0.015753,279.885691,0.128887,0.455078,896.0,2.0
ReFAM_new2_sta2_j1_k1,YES,NO,2.0,5.0,2.0,3.1e-05,5.0,0.001327,0.000441,0.001327,0.000441,3.0,0.02105,0.5,6.0,2.0
ReFAM_new2_sta2_j1_k2,YES,NO,5.5,22.75,5.5,8.5e-05,22.75,0.003418,0.001407,0.003418,0.001407,7.28011,0.037667,0.6875,14.0,2.0
ReFAM_new2_sta2_j1_k3,YES,NO,10.75,81.4375,10.75,0.000165,81.4375,0.006405,0.003117,0.006405,0.003117,14.035669,0.056199,0.78125,30.0,2.0
ReFAM_new2_sta2_j1_k4,YES,NO,19.5,300.75,19.5,0.0003,300.75,0.010988,0.006285,0.010988,0.006285,26.095977,0.080038,0.828125,62.0,2.0
ReFAM_new2_sta2_j1_k5,YES,NO,35.25,1134.4375,35.25,0.000542,1134.4375,0.018231,0.012261,0.018231,0.012261,48.754487,0.11222,0.851563,126.0,2.0
ReFAM_new2_sta2_j1_k6,NO,NO,51.0,5388.0,63.609375,0.000978,3942.847412,0.030077,0.023416,0.030077,0.023416,89.381206,0.155951,0.876953,254.0,2.0
ReFAM_new2_sta2_j1_k7,NO,NO,66.75,23581.4375,117.863281,0.001813,14145.246933,0.048937,0.043231,0.048937,0.043231,167.442527,0.213602,0.899902,510.0,2.0
ReFAM_new2_sta2_j1_k8,NO,NO,129.75,92632.9375,230.113037,0.003539,56515.990152,0.078359,0.070788,0.078359,0.070788,330.859487,0.277358,0.917114,1022.0,2.0
ReFAM_new2_sta2_j2_k1,YES,NO,5.0,21.0,5.0,7.7e-05,21.0,0.003063,0.001136,0.003063,0.001136,6.78233,0.033842,0.625,12.0,2.0
ReFAM_new2_sta2_j2_k2,YES,NO,10.25,80.9375,10.25,0.000158,80.9375,0.006051,0.002785,0.006051,0.002785,13.638182,0.053116,0.734375,28.0,2.0
ReFAM_new2_sta2_j2_k3,YES,NO,19.0,301.0,19.0,0.000292,301.0,0.010633,0.005892,0.010633,0.005892,25.729361,0.07749,0.792969,60.0,2.0
ReFAM_new2_sta2_j2_k4,YES,NO,34.75,1134.4375,34.75,0.000534,1134.4375,0.017877,0.011809,0.017877,0.011809,48.394215,0.110132,0.825195,124.0,2.0
ReFAM_new2_sta2_j2_k5,NO,NO,50.5,5399.75,63.21875,0.000972,3953.389648,0.029745,0.022915,0.029745,0.022915,89.162773,0.154273,0.857178,252.0,2.0
ReFAM_new2_sta2_j2_k6,NO,NO,66.25,23600.9375,117.554688,0.001808,14170.895447,0.048618,0.042691,0.048618,0.042691,167.302122,0.212261,0.885071,508.0,2.0
ReFAM_new2_sta2_j2_k7,NO,NO,129.25,92652.4375,229.817627,0.003534,56541.858342,0.07804,0.070241,0.07804,0.070241,330.693211,0.276281,0.905197,1020.0,2.0
ReFAM_new2_sta2_j3_k1,YES,NO,8.75,75.4375,8.75,0.000135,75.4375,0.005078,0.002074,0.005078,0.002074,12.328828,0.045826,0.609375,24.0,2.0
ReFAM_new2_sta2_j3_k2,YES,NO,17.5,297.75,17.5,0.000269,297.75,0.009661,0.005011,0.009661,0.005011,24.576411,0.071443,0.699219,56.0,2.0
ReFAM_new2_sta2_j3_k3,YES,NO,33.25,1130.4375,33.25,0.000511,1130.4375,0.016904,0.010764,0.016904,0.010764,47.286362,0.105117,0.754883,120.0,2.0
ReFAM_new2_sta2_j3_k4,NO,NO,49.0,5403.0,61.9375,0.000953,3967.746094,0.028816,0.021726,0.028816,0.021726,88.340251,0.150187,0.804443,248.0,2.0
ReFAM_new2_sta2_j3_k5,NO,NO,64.75,23627.4375,116.546875,0.001792,14236.825928,0.047738,0.041385,0.047738,0.041385,166.793285,0.20896,0.84552,504.0,2.0
ReFAM_new2_sta2_j3_k6,NO,NO,127.75,92627.9375,228.848633,0.003519,56576.30326,0.077161,0.068859,0.077161,0.068859,330.072719,0.27352,0.87648,1016.0,2.0
ReFAM_new2_sta2_j4_k1,YES,NO,14.0,276.0,14.0,0.000215,276.0,0.00757,0.003572,0.00757,0.003572,21.725561,0.060241,0.496094,48.0,2.0
ReFAM_new2_sta2_j4_k2,YES,NO,29.75,1106.9375,29.75,0.000458,1106.9375,0.014813,0.008956,0.014813,0.008956,44.631827,0.095791,0.602539,112.0,2.0
ReFAM_new2_sta2_j4_k3,NO,NO,45.5,5377.75,58.875,0.000905,3981.734375,0.026814,0.019591,0.026814,0.019591,86.301796,0.142513,0.690186,240.0,2.0
ReFAM_new2_sta2_j4_k4,NO,NO,61.25,23600.4375,114.03125,0.001754,14348.874023,0.045829,0.038981,0.045829,0.038981,165.384401,0.202685,0.759827,496.0,2.0
ReFAM_new2_sta2_j4_k5,NO,NO,124.25,92609.9375,226.570313,0.003484,56713.893494,0.075274,0.066272,0.075274,0.066272,328.706556,0.268212,0.813354,1008.0,2.0
ReFAM_new2_sta2_j5_k1,YES,NO,24.5,1015.75,24.5,0.000377,1015.75,0.011826,0.00651,0.011826,0.00651,40.199502,0.081548,0.439453,96.0,2.0
ReFAM_new2_sta2_j5_k2,NO,NO,40.25,5211.9375,54.0,0.00083,3916.0,0.023903,0.016502,0.023903,0.016502,82.655913,0.130664,0.567871,224.0,2.0
ReFAM_new2_sta2_j5_k3,NO,NO,56.0,23344.0,109.875,0.00169,14407.484375,0.043046,0.035339,0.043046,0.035339,162.726765,0.192853,0.668091,480.0,2.0
ReFAM_new2_sta2_j5_k4,NO,NO,119.0,92343.0,222.816406,0.003427,56856.849106,0.072535,0.06225,0.072535,0.06225,326.349506,0.259829,0.745987,992.0,2.0
ReFAM_new2_sta2_j6_k1,NO,NO,31.5,4815.75,45.9375,0.000706,3697.746094,0.019427,0.012121,0.019427,0.012121,76.210236,0.111798,0.424805,192.0,2.0
ReFAM_new2_sta2_j6_k2,NO,NO,47.25,22679.4375,102.765625,0.00158,14351.226318,0.038734,0.029862,0.038734,0.029862,157.835357,0.177093,0.560791,448.0,2.0
ReFAM_new2_sta2_j6_k3,NO,NO,110.25,91700.9375,216.394531,0.003328,57029.406845,0.06831,0.056267,0.06831,0.056267,322.26697,0.246847,0.66449,960.0,2.0
ReFAM_new2_sta2_j7_k1,NO,NO,31.5,21119.75,90.0625,0.001385,14000.746094,0.03191,0.022002,0.03191,0.022002,148.701042,0.151725,0.427734,384.0,2.0
ReFAM_new2_sta2_j7_k2,NO,NO,94.5,89757.75,204.492188,0.003145,56870.945251,0.06159,0.047378,0.06159,0.047378,314.146463,0.22621,0.563782,896.0,2.0
ReFAM_new2_sta3_j1_k1,YES,NO,2.0,5.0,2.0,3.1e-05,5.0,0.001327,0.000441,0.001327,0.000441,3.0,0.02105,0.5,6.0,2.0
ReFAM_new2_sta3_j1_k2,YES,NO,5.25,22.4375,5.25,8.1e-05,22.4375,0.003309,0.001383,0.003309,0.001383,7.071068,0.037334,0.6875,14.0,2.0
ReFAM_new2_sta3_j1_k3,YES,NO,11.5,92.75,11.5,0.000177,92.75,0.006987,0.003662,0.006987,0.003662,15.0,0.060915,0.8125,30.0,2.0
ReFAM_new2_sta3_j1_k4,NO,NO,22.75,377.4375,22.867188,0.000352,372.091736,0.013555,0.008763,0.013555,0.008763,29.916551,0.094588,0.890625,62.0,2.0
ReFAM_new2_sta3_j1_k5,NO,NO,42.625,1508.109375,43.066406,0.000662,1470.284653,0.025073,0.019718,0.025073,0.019718,57.662813,0.142643,0.9375,126.0,2.0
ReFAM_new2_sta3_j1_k6,NO,NO,77.0,5950.0,78.915039,0.001214,5651.41661,0.044991,0.042121,0.044991,0.042121,108.990825,0.210108,0.964844,254.0,2.0
ReFAM_new2_sta3_j1_k7,NO,NO,130.5,24624.75,143.103149,0.002201,21176.488628,0.078849,0.085574,0.078849,0.085574,204.095566,0.302971,0.980469,510.0,2.0
ReFAM_new2_sta3_j1_k8,NO,NO,213.21875,99629.889648,258.90509,0.003982,78060.2792,0.12699,0.144042,0.12699,0.144042,380.909602,0.400211,0.987305,1022.0,2.0
ReFAM_new2_sta3_j2_k1,YES,NO,4.75,21.4375,4.75,7.3e-05,21.4375,0.002955,0.00112,0.002955,0.00112,6.63325,0.033594,0.59375,12.0,2.0
ReFAM_new2_sta3_j2_k2,YES,NO,11.0,93.0,11.0,0.000169,93.0,0.006632,0.0033,0.006632,0.0033,14.628739,0.057832,0.734375,28.0,2.0
ReFAM_new2_sta3_j2_k3,NO,NO,22.25,380.9375,22.375,0.000344,375.359375,0.013202,0.008298,0.013202,0.008298,29.597297,0.092044,0.828125,60.0,2.0
ReFAM_new2_sta3_j2_k4,NO,NO,42.125,1517.484375,42.578125,0.000655,1479.103271,0.024721,0.019147,0.024721,0.019147,57.375953,0.140564,0.884277,124.0,2.0
ReFAM_new2_sta3_j2_k5,NO,NO,76.5,5969.75,78.436523,0.001206,5669.711791,0.04464,0.041448,0.04464,0.041448,108.729021,0.208424,0.921265,252.0,2.0
ReFAM_new2_sta3_j2_k6,NO,NO,130.0,24672.0,142.670898,0.002194,21217.014739,0.0785,0.084812,0.0785,0.084812,203.892128,0.301619,0.944672,508.0,2.0
ReFAM_new2_sta3_j2_k7,NO,NO,212.71875,99720.733398,258.515137,0.003976,78139.924087,0.126642,0.14326,0.126642,0.14326,380.749261,0.399121,0.958481,1020.0,2.0
ReFAM_new2_sta3_j3_k1,YES,NO,9.5,87.75,9.5,0.000146,87.75,0.00566,0.002527,0.00566,0.002527,13.341664,0.050588,0.59375,24.0,2.0
ReFAM_new2_sta3_j3_k2,NO,NO,20.75,381.4375,20.875,0.000321,376.234375,0.01223,0.007233,0.01223,0.007233,28.495614,0.085922,0.710938,56.0,2.0
ReFAM_new2_sta3_j3_k3,NO,NO,40.625,1531.609375,41.09375,0.000632,1493.303711,0.02375,0.01778,0.02375,0.01778,56.409219,0.135441,0.787598,120.0,2.0
ReFAM_new2_sta3_j3_k4,NO,NO,75.0,6009.0,76.976563,0.001184,5708.608826,0.043672,0.039785,0.043672,0.039785,107.861022,0.204186,0.84021,248.0,2.0
ReFAM_new2_sta3_j3_k5,NO,NO,128.5,24763.75,141.300781,0.002173,21310.089218,0.077538,0.082882,0.077538,0.082882,203.164958,0.298151,0.877899,504.0,2.0
ReFAM_new2_sta3_j3_k6,NO,NO,211.21875,99917.639648,257.27124,0.003956,78342.508948,0.125685,0.141211,0.125685,0.141211,380.172329,0.396242,0.903732,1016.0,2.0
ReFAM_new2_sta3_j4_k1,NO,NO,17.5,353.75,17.625,0.000271,349.359375,0.010247,0.005474,0.010247,0.005474,25.690465,0.074692,0.554688,48.0,2.0
ReFAM_new2_sta3_j4_k2,NO,NO,37.375,1513.109375,37.84375,0.000582,1477.850586,0.021768,0.015355,0.021768,0.015355,53.944416,0.125814,0.660645,112.0,2.0
ReFAM_new2_sta3_j4_k3,NO,NO,71.75,6027.9375,73.773438,0.001135,5733.479919,0.041694,0.036706,0.041694,0.036706,105.716602,0.196073,0.734253,240.0,2.0
ReFAM_new2_sta3_j4_k4,NO,NO,125.25,24848.4375,138.230469,0.002126,21428.337509,0.075569,0.079208,0.075569,0.079208,201.335541,0.291408,0.788971,496.0,2.0
ReFAM_new2_sta3_j4_k5,NO,NO,207.96875,100132.999023,254.413574,0.003913,78657.733253,0.123726,0.137232,0.123726,0.137232,378.660798,0.390564,0.829971,1008.0,2.0
ReFAM_new2_sta3_j5_k1,NO,NO,31.125,1377.234375,31.59375,0.000486,1347.834961,0.01809,0.011594,0.01809,0.011594,48.435524,0.109186,0.503418,96.0,2.0
ReFAM_new2_sta3_j5_k2,NO,NO,65.5,5883.75,67.539063,0.001039,5612.475037,0.038018,0.031647,0.038018,0.031647,100.866248,0.181913,0.606812,224.0,2.0
ReFAM_new2_sta3_j5_k3,NO,NO,119.0,24705.0,132.148438,0.002032,21402.790466,0.071903,0.07291,0.071903,0.07291,197.144617,0.279429,0.682831,480.0,2.0
ReFAM_new2_sta3_j5_k4,NO,NO,201.71875,100045.545898,248.631836,0.003824,78918.210158,0.120072,0.130276,0.120072,0.130276,375.147971,0.380386,0.740753,992.0,2.0
ReFAM_new2_sta3_j6_k1,NO,NO,54.25,5280.9375,56.234375,0.000865,5061.695068,0.031459,0.023887,0.031459,0.023887,90.686272,0.157723,0.455811,192.0,2.0
ReFAM_new2_sta3_j6_k2,NO,NO,107.75,23849.9375,121.003906,0.001861,20818.054672,0.065355,0.062789,0.065355,0.062789,188.308258,0.258959,0.561035,448.0,2.0
ReFAM_new2_sta3_j6_k3,NO,NO,190.46875,98873.655273,237.845703,0.003658,78581.421505,0.113539,0.11882,0.113539,0.11882,367.630249,0.362921,0.639084,960.0,2.0
ReFAM_new2_sta3_j7_k1,NO,NO,87.875,21257.984375,101.125,0.001555,18753.734375,0.053862,0.047336,0.053862,0.047336,170.235132,0.224137,0.418274,384.0,2.0
ReFAM_new2_sta3_j7_k2,NO,NO,170.59375,94969.772461,218.457031,0.00336,76348.525497,0.102071,0.100764,0.102071,0.100764,352.238556,0.333441,0.523544,896.0,2.0
ReFAM_new2_sta4_j1_k1,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j1_k2,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j1_k3,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j1_k4,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j1_k5,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j1_k6,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j1_k7,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j1_k8,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j2_k1,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j2_k2,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j2_k3,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j2_k4,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j2_k5,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j2_k6,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j2_k7,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j3_k1,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j3_k2,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j3_k3,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j3_k4,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j3_k5,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j3_k6,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j4_k1,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j4_k2,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j4_k3,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j4_k4,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j4_k5,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j5_k1,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j5_k2,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j5_k3,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j5_k4,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j6_k1,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j6_k2,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j6_k3,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j7_k1,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new2_sta4_j7_k2,NO,NO,14791.109375,273632118.644102,14797.472534,0.227566,273443841.787738,1.106934,0.569503,1.106934,0.569503,22190.291462,1.339704,0.992203,65532.0,2.0
ReFAM_new_sta1_j1_k1,YES,NO,0.125,0.234375,0.125,2e-06,0.234375,5.3e-05,2e-06,5.3e-05,2e-06,0.5,0.001234,0.0625,2.0,0.222222
ReFAM_new_sta1_j1_k2,NO,NO,0.3125,2.402344,0.625,1e-05,2.109375,0.000233,8e-06,0.000233,8e-06,1.581139,0.002816,0.171875,6.0,0.285714
ReFAM_new_sta1_j1_k3,NO,NO,1.1875,14.339844,1.71875,2.6e-05,12.795898,0.000569,2.5e-05,0.000569,2.5e-05,3.968627,0.005025,0.242188,18.0,0.367347
ReFAM_new_sta1_j1_k4,NO,NO,2.9375,67.371094,3.921875,6e-05,60.618896,0.001134,6e-05,0.001134,6e-05,8.717798,0.007858,0.292969,42.0,0.4
ReFAM_new_sta1_j1_k5,NO,NO,6.4375,285.558594,8.320313,0.000128,257.7724,0.002043,0.000129,0.002043,0.000129,18.083141,0.011556,0.333984,90.0,0.414747
ReFAM_new_sta1_j1_k6,NO,NO,13.4375,1170.433594,17.121094,0.000263,1057.868149,0.003444,0.000257,0.003444,0.000257,36.755952,0.016404,0.368164,186.0,0.421769
ReFAM_new_sta1_j1_k7,NO,NO,27.4375,4734.183594,34.720703,0.000534,4281.472775,0.005475,0.00048,0.005475,0.00048,74.074287,0.022573,0.39502,378.0,0.425197
ReFAM_new_sta1_j1_k8,NO,NO,55.4375,20001.683594,74.03418,0.001139,17593.940238,0.008124,0.000765,0.008124,0.000765,151.904575,0.028834,0.437988,762.0,0.426891
ReFAM_new_sta1_j2_k1,NO,NO,0.3125,2.402344,0.625,1e-05,2.109375,0.000233,8e-06,0.000233,8e-06,1.581139,0.002816,0.171875,6.0,0.285714
ReFAM_new_sta1_j2_k2,NO,NO,1.1875,14.339844,1.71875,2.6e-05,12.795898,0.000569,2.5e-05,0.000569,2.5e-05,3.968627,0.005025,0.242188,18.0,0.367347
ReFAM_new_sta1_j2_k3,NO,NO,2.9375,67.371094,3.921875,6e-05,60.618896,0.001134,6e-05,0.001134,6e-05,8.717798,0.007858,0.292969,42.0,0.4
ReFAM_new_sta1_j2_k4,NO,NO,6.4375,285.558594,8.320313,0.000128,257.7724,0.002043,0.000129,0.002043,0.000129,18.083141,0.011556,0.333984,90.0,0.414747
ReFAM_new_sta1_j2_k5,NO,NO,13.4375,1170.433594,17.121094,0.000263,1057.868149,0.003444,0.000257,0.003444,0.000257,36.755952,0.016404,0.368164,186.0,0.421769
ReFAM_new_sta1_j2_k6,NO,NO,27.4375,4734.183594,34.720703,0.000534,4281.472775,0.005475,0.00048,0.005475,0.00048,74.074287,0.022573,0.39502,378.0,0.425197
ReFAM_new_sta1_j2_k7,NO,NO,55.4375,20001.683594,74.03418,0.001139,17593.940238,0.008124,0.000765,0.008124,0.000765,151.904575,0.028834,0.437988,762.0,0.426891
ReFAM_new_sta1_j3_k1,NO,NO,1.0625,13.121094,1.625,2.5e-05,11.609375,0.000527,2.1e-05,0.000527,2.1e-05,3.774917,0.004609,0.226563,16.0,0.326531
ReFAM_new_sta1_j3_k2,NO,NO,2.8125,65.839844,3.84375,5.9e-05,58.975586,0.001093,5.6e-05,0.001093,5.6e-05,8.587782,0.007546,0.28125,40.0,0.380952
ReFAM_new_sta1_j3_k3,NO,NO,6.3125,283.402344,8.234375,0.000127,255.445068,0.001998,0.000124,0.001998,0.000124,17.979155,0.011309,0.322266,88.0,0.40553
ReFAM_new_sta1_j3_k4,NO,NO,13.3125,1167.027344,17.039063,0.000262,1053.920349,0.003397,0.000251,0.003397,0.000251,36.664015,0.016204,0.360352,184.0,0.417234
ReFAM_new_sta1_j3_k5,NO,NO,27.3125,4728.277344,34.640625,0.000533,4274.2771,0.005427,0.000473,0.005427,0.000473,73.988175,0.02241,0.388672,376.0,0.422947
