mul_name,single-sided,zero-error,mue_ED0,var_ED0,mue_ED,NMED,var_ED,mue_RED,var_RED,mue_ARED,var_ARED,RMS_ED,RMS_RED,ER,WCE,WCRE
mul8_367,NO,NO,111.75,27657.4375,157.152039,0.002417,15448.736772,0.04655,0.01831,0.04655,0.01831,200.36342,0.143096,0.977783,871.0,1.0
mul8_368,NO,NO,4.171875,780.189209,21.020508,0.000323,355.732001,0.008142,0.002401,0.008142,0.002401,28.241702,0.049676,0.778564,108.0,2.0
mul8_369,NO,NO,117.625,39137.109375,177.985016,0.002737,21294.084126,0.050322,0.019317,0.050322,0.019317,230.158098,0.147814,0.984955,1030.0,2.0
mul8_370,NO,NO,216.8125,42622.121094,230.545837,0.003545,36478.398106,0.052879,0.01852,0.052879,0.01852,299.382333,0.146002,0.976563,1381.0,1.03125
mul8_371,NO,NO,140.42041,22313.76222,158.878052,0.002443,16789.418478,19531.287815,780868528796.2509,19531.287815,780868528796.2509,205.016228,883883.476483,0.978683,1032.0,40000000.0
mul8_372,NO,NO,220.595703,60969.794552,256.221588,0.00394,43982.756563,0.058198,0.021898,0.058198,0.021898,331.107624,0.159012,0.98111,1703.0,1.0
mul8_373,NO,NO,148.605957,23982.476566,166.351074,0.002558,18393.527138,0.041643,0.014717,0.041643,0.014717,214.630396,0.128262,0.977615,877.0,1.651685
mul8_374,NO,NO,96.375,29991.359375,150.277496,0.002311,16696.174094,0.042939,0.016284,0.042939,0.016284,198.190565,0.134638,0.976257,1134.0,1.0625
mul8_375,YES,NO,14.0,252.0,14.0,0.000215,252.0,0.004875,0.000878,0.004875,0.000878,21.16601,0.030035,0.4375,32.0,1.0
mul8_376,NO,NO,54.710938,633180.978943,575.800079,0.008855,304628.53425,0.080912,0.020882,0.080912,0.020882,797.605332,0.165617,0.990662,2882.0,3.125
mul8_377,NO,NO,190.960938,57556.635193,219.987335,0.003383,45628.287193,0.049709,0.017955,0.049709,0.017955,306.631236,0.142921,0.978912,1463.0,1.0625
mul8_378,NO,NO,9.476563,175.851013,9.558594,0.000147,174.289536,0.003345,0.00051,0.003345,0.00051,16.298965,0.022828,0.58667,64.0,1.0
mul8_379,NO,NO,34.898438,725490.25531,616.995361,0.009489,346024.88035,0.091324,0.026525,0.091324,0.026525,852.471792,0.186721,0.990967,3043.0,3.0
mul8_380,NO,NO,71.308594,7490.478989,82.161804,0.001264,5824.832462,0.024931,0.007564,0.024931,0.007564,112.140067,0.090475,0.950836,545.0,1.0
mul8_381,NO,NO,151.139648,20171.412139,157.83844,0.002427,18101.632346,0.041827,0.015113,0.041827,0.015113,207.399627,0.129858,0.974823,754.0,7.999999
mul8_382,NO,NO,118.0,14609.375,129.566833,0.001993,11745.810658,0.034313,0.012751,0.034313,0.012751,168.918249,0.11802,0.963074,737.0,7.0
mul8_383,NO,NO,142.699219,30492.79039,170.958679,0.002629,21628.987428,0.044223,0.016289,0.044223,0.016289,225.512433,0.135074,0.977585,1153.0,1.0625
mul8_384,NO,NO,13.210938,171710.225037,311.600189,0.004792,74790.075991,0.061488,0.018106,0.061488,0.018106,414.589862,0.147943,0.966049,1335.0,2.0
mul8_385,NO,NO,107.359375,43580.886475,180.986664,0.002783,22350.749395,0.050353,0.019249,0.050353,0.019249,234.748636,0.147595,0.983582,1066.0,3.0
mul8_386,NO,NO,113.65625,38859.413086,176.315674,0.002712,20689.939413,0.050262,0.01932,0.050262,0.01932,227.545943,0.147805,0.984955,1027.0,2.0
mul8_387,NO,NO,44.789063,642385.154724,579.406677,0.008911,308679.117206,0.082519,0.021444,0.082519,0.021444,802.739818,0.168089,0.990692,2886.0,3.0
mul8_388,NO,NO,141.71875,77481.905273,211.440369,0.003252,52859.079879,0.050006,0.019168,0.050006,0.019168,312.355742,0.147204,0.982635,1589.0,2.03125
mul8_389,NO,NO,150.130859,76784.918423,232.595428,0.003577,45223.560016,0.05384,0.020801,0.05384,0.020801,315.15741,0.153947,0.982162,1648.0,1.515625
mul8_390,NO,NO,63.132813,6057.615173,68.211426,0.001049,5390.56858,0.019664,0.005172,0.019664,0.005172,100.216601,0.074554,0.941772,460.0,1.125
mul8_391,NO,NO,61.25,8354.359375,80.129395,0.001232,5685.202007,0.022048,0.006086,0.022048,0.006086,110.026914,0.081071,0.954224,544.0,2.0
mul8_392,NO,NO,37.644531,526193.264267,386.217285,0.00594,378446.583647,0.047918,0.014583,0.047918,0.014583,726.367934,0.129919,0.784744,2288.0,1.333333
mul8_393,NO,NO,94.599976,8876.488052,103.272583,0.001588,7160.417032,0.030844,0.009765,0.030844,0.009765,133.512709,0.103522,0.959045,593.0,1.0
mul8_394,NO,NO,65.351563,7635.923279,78.629883,0.001209,5724.091529,0.021304,0.004694,0.021304,0.004694,109.118055,0.071752,0.764236,544.0,3.555556
mul8_395,NO,NO,29.476563,708008.288513,595.037964,0.009151,354806.977807,0.086778,0.024868,0.086778,0.024868,841.948428,0.179995,0.990967,3043.0,3.0
mul8_396,NO,NO,129.9375,38369.714844,183.929047,0.002829,21423.574555,0.05048,0.019396,0.05048,0.019396,235.060564,0.148137,0.976852,1051.0,1.03125
mul8_397,NO,NO,81.28125,12853.327148,97.567963,0.0015,9940.461415,0.028589,0.010491,0.028589,0.010491,139.498992,0.106341,0.961807,593.0,5.0
mul8_398,NO,NO,5.546875,2930.232178,6.763672,0.000104,2915.252743,0.001802,0.000514,0.001802,0.000514,54.415071,0.02274,0.127625,1056.0,1.32987
mul8_399,NO,NO,150.210938,657335.248474,624.46875,0.009604,289937.354492,0.099976,0.033447,0.099976,0.033447,824.559624,0.208427,0.989838,2911.0,7.0
mul8_400,YES,NO,0.25,63.9375,0.25,4e-06,63.9375,6.3e-05,1.8e-05,6.3e-05,1.8e-05,8.0,0.004226,0.000977,256.0,0.499025
mul8_401,NO,NO,114.0,12021.375,119.568054,0.001839,10720.855415,0.03184,0.010219,0.03184,0.010219,158.168818,0.105985,0.962646,801.0,7.0
mul8_402,NO,NO,65.773438,6540.831482,75.049805,0.001154,5234.503379,0.021398,0.005545,0.021398,0.005545,104.244792,0.077478,0.950531,529.0,2.0
mul8_403,NO,NO,90.8125,18938.152344,102.589661,0.001578,16660.424029,0.025251,0.007244,0.025251,0.007244,164.878933,0.088776,0.947876,946.0,2.0
mul8_404,NO,NO,150.210938,657335.248474,624.46875,0.009604,289937.354492,0.099976,0.033447,0.099976,0.033447,824.559624,0.208427,0.989838,2911.0,7.0
mul8_405,NO,NO,94.382813,9953.478455,102.46228,0.001576,8363.074871,0.028865,0.008679,0.028865,0.008679,137.337518,0.097528,0.95932,673.0,1.666667
mul8_406,NO,NO,79.882813,8529.259705,92.142395,0.001417,6420.302478,0.02754,0.008538,0.02754,0.008538,122.108654,0.096417,0.959534,529.0,1.0
mul8_407,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mul8_408,NO,NO,56.398438,632338.333435,575.824554,0.008855,303945.199687,0.08124,0.021102,0.08124,0.021102,797.194529,0.16644,0.990601,2882.0,3.0
mul8_409,NO,NO,150.210938,657335.248474,624.46875,0.009604,289937.354492,0.099976,0.033447,0.099976,0.033447,824.559624,0.208427,0.989838,2911.0,7.0
mul8_410,NO,NO,175.324219,24138.129257,186.89563,0.002874,19946.734468,0.045631,0.015441,0.045631,0.015441,234.257787,0.132375,0.978439,920.0,1.0
mul8_411,NO,NO,150.210938,657335.248474,624.46875,0.009604,289937.354492,0.099976,0.033447,0.099976,0.033447,824.559624,0.208427,0.989838,2911.0,7.0
mul8_412,NO,NO,214.392578,49939.875668,239.593445,0.003685,38499.03442,0.055097,0.020823,0.055097,0.020823,309.683796,0.154463,0.977982,1337.0,4.333333
mul8_413,NO,NO,150.210938,657335.248474,624.46875,0.009604,289937.354492,0.099976,0.033447,0.099976,0.033447,824.559624,0.208427,0.989838,2911.0,7.0
mul8_414,NO,NO,3.25,25.4375,3.75,5.8e-05,21.9375,0.001681,0.000239,0.001681,0.000239,6.0,0.01556,0.421875,16.0,1.0
mul8_415,NO,NO,41.5625,642306.558594,577.916718,0.008888,310046.2676,0.08185,0.021005,0.08185,0.021005,802.51729,0.166446,0.989639,2884.0,3.03125
mul8_416,NO,NO,119.194092,16512.844897,136.52652,0.0021,12080.585814,0.035762,0.013192,0.035762,0.013192,175.271436,0.120294,0.978333,1028.0,3.5625
mul8_417,NO,NO,118.515625,22671.366943,130.818359,0.002012,19603.877163,0.031049,0.009535,0.031049,0.009535,191.617641,0.102465,0.972397,887.0,2.1875
mul8_418,NO,NO,6.625,6977.609375,67.70166,0.001041,2437.985212,0.024892,0.009234,0.024892,0.009234,83.794391,0.099264,0.940674,248.0,2.0
mul8_419,NO,NO,85.0,9073.875,93.819397,0.001443,7496.795752,0.027087,0.008261,0.027087,0.008261,127.667047,0.094842,0.952148,673.0,1.0
mul8_420,NO,NO,277.378906,88098.159164,308.839386,0.00475,69655.45046,0.067757,0.026311,0.067757,0.026311,406.247728,0.17579,0.98468,1904.0,1.0
mul8_421,NO,NO,47.851563,642954.663513,580.538574,0.008928,308219.399391,0.08327,0.022218,0.08327,0.022218,803.271085,0.170739,0.99057,2886.0,3.0
mul8_422,NO,NO,12.965454,857.14761,19.445313,0.000299,647.130432,0.006956,0.001706,0.006956,0.001706,32.019535,0.041881,0.894958,195.0,5.0
mul8_423,NO,NO,239.75,51593.4375,253.671265,0.003901,44724.389492,0.056893,0.021777,0.056893,0.021777,330.262774,0.158159,0.978455,1255.0,1.0
mul8_424,NO,NO,234.085938,664391.215271,649.211487,0.009984,297711.886792,0.096994,0.024944,0.096994,0.024944,848.049198,0.185343,0.990814,3151.0,2.53125
mul8_425,NO,NO,116.855469,27717.893173,153.220764,0.002356,17896.49118,0.041838,0.014953,0.041838,0.014953,203.40377,0.129242,0.97879,953.0,1.0625
mul8_426,NO,NO,166.62915,31894.554121,175.773499,0.002703,28763.505094,0.039877,0.011453,0.039877,0.011453,244.253614,0.114209,0.972748,1120.0,1.0
mul8_427,NO,NO,95.25,38394.625,167.516205,0.002576,19405.508618,0.046968,0.016871,0.046968,0.016871,217.869657,0.138119,0.982803,1094.0,2.0
mul8_428,NO,NO,91.914063,9747.023865,101.249023,0.001557,7943.854003,0.028827,0.008685,0.028827,0.008685,134.889654,0.097552,0.958252,673.0,1.666667
mul8_429,NO,NO,36.820313,725048.7724,617.159332,0.009491,345518.866398,0.090967,0.026345,0.090967,0.026345,852.293675,0.186063,0.990814,3042.0,5.0
mul8_430,NO,NO,55.960938,632831.381287,576.042633,0.008859,304137.892714,0.081276,0.021233,0.081276,0.021233,797.472888,0.16685,0.990723,2898.0,3.125
mul8_431,NO,NO,111.410156,31283.644272,145.254028,0.002234,22597.134444,0.03803,0.014044,0.03803,0.014044,209.035564,0.124461,0.969696,978.0,2.375
mul8_432,NO,NO,6.226563,72.511169,6.511719,0.0001,68.878769,0.002841,0.000469,0.002841,0.000469,10.548993,0.021836,0.664795,42.0,1.0
mul8_433,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mul8_434,NO,NO,110.382813,12198.77533,115.795563,0.001781,10974.528274,0.031235,0.009224,0.031235,0.009224,156.151019,0.100992,0.957825,801.0,1.0
mul8_435,NO,NO,272.966797,65705.169796,288.927856,0.004443,56736.735762,0.060904,0.021845,0.060904,0.021845,374.454326,0.159857,0.982559,1960.0,1.0
mul8_436,NO,NO,29.40625,487623.489258,373.762024,0.005748,348790.166268,0.051121,0.014579,0.051121,0.014579,698.919321,0.131118,0.883804,2448.0,1.0
mul8_437,NO,NO,150.210938,657335.248474,624.46875,0.009604,289937.354492,0.099976,0.033447,0.099976,0.033447,824.559624,0.208427,0.989838,2911.0,7.0
mul8_438,NO,NO,91.890625,12105.238037,103.936584,0.001598,9746.311408,0.030302,0.010906,0.030302,0.010906,143.34966,0.108738,0.962952,582.0,5.0
mul8_439,NO,NO,175.75,45001.4375,206.171753,0.003171,33382.708294,0.049669,0.018266,0.049669,0.018266,275.480489,0.14399,0.978088,1207.0,1.0
mul8_440,NO,NO,169.78125,49628.22168,194.676208,0.002994,40555.068377,68206.830154,4193040699414.0776,68206.830154,4193040699414.0776,280.096224,2048827.194054,0.967514,1412.0,90000000.0
mul8_441,NO,NO,131.875,36726.515625,180.466461,0.002775,21549.387639,0.049751,0.019265,0.049751,0.019265,232.63175,0.147446,0.976959,1051.0,1.03125
mul8_442,NO,NO,19.765625,2314.007568,23.497681,0.000361,2152.546503,87890.633227,3214931486592.7812,87890.633227,3214931486592.7812,52.00661,1795175.827043,0.866577,316.0,40000000.0
mul8_443,NO,NO,68.0,7682.375,82.223816,0.001264,5545.619096,0.025262,0.008011,0.025262,0.008011,110.934102,0.092998,0.95166,545.0,1.0
mul8_444,NO,NO,76.125,7424.296875,85.466797,0.001314,5914.739132,0.024874,0.007607,0.024874,0.007607,114.975269,0.090694,0.958008,541.0,2.0
mul8_445,NO,NO,37.710938,727206.275818,618.822723,0.009517,345686.827643,0.092778,0.02772,0.092778,0.02772,853.597323,0.190598,0.990967,3043.0,3.0
mul8_446,NO,NO,98.382813,9946.165955,105.085907,0.001616,8582.295904,0.029107,0.008684,0.029107,0.008684,140.090484,0.097628,0.95752,673.0,1.666667
mul8_447,NO,NO,111.804688,24400.696228,150.200928,0.00231,14340.665683,0.038974,0.014665,0.038974,0.014665,192.096289,0.127214,0.978195,837.0,2.409722
mul8_448,NO,NO,47.960938,643006.87738,580.593597,0.008929,308218.203551,0.083289,0.022237,0.083289,0.022237,803.310108,0.170805,0.990662,2886.0,3.0
mul8_449,NO,NO,159.9375,49696.457031,188.580841,0.0029,39713.727321,68206.828821,4193040699595.8354,68206.828821,4193040699595.8354,274.365561,2048827.194054,0.973862,1412.0,90000000.0
mul8_450,NO,NO,10.6875,423.146484,17.395386,0.000268,234.769696,0.007317,0.002901,0.007317,0.002901,23.181224,0.054354,0.882263,98.0,8.999999
mul8_451,NO,NO,56.273438,638945.210388,580.742004,0.008931,304850.634489,0.083904,0.022435,0.083904,0.022435,801.318857,0.171683,0.990662,2886.0,3.0
mul8_452,NO,NO,29.402344,487622.125229,373.746399,0.005748,348800.252337,0.051119,0.014577,0.051119,0.014577,698.918181,0.131113,0.883331,2440.0,1.0
mul8_453,YES,NO,128.0,114688.0,128.0,0.001968,114688.0,0.011404,0.00319,0.011404,0.00319,362.038672,0.057622,0.125,1024.0,1.0
mul8_454,NO,NO,151.125977,20165.966552,157.824463,0.002427,18096.466257,0.041826,0.015114,0.041826,0.015114,207.376535,0.129858,0.974823,754.0,7.999999
mul8_455,NO,NO,0.238281,0.191269,0.248047,4e-06,0.18652,0.000177,2.3e-05,0.000177,2.3e-05,0.498043,0.004811,0.248047,1.0,1.0
mul8_456,NO,NO,136.061279,19729.929106,151.444733,0.002329,15307.093778,0.037783,0.013471,0.037783,0.013471,195.557155,0.122061,0.977921,904.0,3.5625
mul8_457,NO,NO,32.453125,1672.950928,39.621826,0.000609,1156.267141,0.014804,0.004107,0.014804,0.004107,52.212606,0.065774,0.91626,268.0,1.0
mul8_458,NO,NO,68.0,7682.375,82.223816,0.001264,5545.619096,0.025262,0.008011,0.025262,0.008011,110.934102,0.092998,0.95166,545.0,1.0
mul8_459,YES,NO,6.484375,102.234131,6.484375,0.0001,102.234131,0.002408,0.000305,0.002408,0.000305,12.011713,0.01762,0.515625,48.0,1.0
mul8_460,NO,NO,15.996094,531.761703,19.203613,0.000295,418.857956,0.007055,0.00124,0.007055,0.00124,28.064866,0.03592,0.830811,121.0,1.0
mul8_461,NO,NO,210.320313,263128.955994,412.127411,0.006338,137514.587038,0.081401,0.032216,0.081401,0.032216,554.403815,0.197083,0.989761,2843.0,7.0
mul8_462,NO,NO,99.71875,10635.108398,107.097137,0.001647,9109.14065,0.027224,0.006338,0.027224,0.006338,143.453607,0.084139,0.949387,680.0,1.0
mul8_463,YES,NO,12.0,1040.0,12.0,0.000185,1040.0,0.002404,0.000244,0.002404,0.000244,34.409301,0.015819,0.289063,144.0,1.0
mul8_464,NO,NO,281.354004,67373.330492,296.333588,0.004557,58719.810838,0.060968,0.021839,0.060968,0.021839,382.796821,0.159863,0.981094,1960.0,1.0
mul8_465,NO,NO,148.125,40692.421875,156.420166,0.002406,38166.169164,0.036391,0.012152,0.036391,0.012152,250.266733,0.116088,0.96106,1312.0,3.0
mul8_466,NO,NO,54.206055,13810.432151,95.001831,0.001461,7723.380612,0.028972,0.009505,0.028972,0.009505,129.416879,0.101705,0.972061,766.0,3.5
mul8_467,NO,NO,78.96875,8971.280273,90.069946,0.001385,7094.748525,0.023024,0.006162,0.023024,0.006162,123.318059,0.081807,0.947021,672.0,2.0
mul8_468,NO,NO,66.0,5520.875,70.203613,0.00108,4948.327682,0.019543,0.005644,0.019543,0.005644,99.382468,0.077626,0.942871,484.0,7.0
mul8_469,NO,NO,15.703125,1348.568115,27.608887,0.000425,832.905624,0.010652,0.002951,0.010652,0.002951,39.939407,0.055354,0.90918,268.0,1.5
mul8_470,NO,NO,1.5,5.75,1.75,2.7e-05,4.9375,0.000923,0.000123,0.000923,0.000123,2.828427,0.011118,0.40625,8.0,1.0
mul8_471,NO,NO,127.84375,37876.709961,182.87915,0.002812,20775.950727,0.053846,0.025431,0.053846,0.025431,232.853461,0.168315,0.985321,978.0,9.666667
mul8_472,NO,NO,65.277344,18996.479721,107.548035,0.001654,11691.031567,0.03318,0.013247,0.03318,0.013247,152.504463,0.119782,0.96936,801.0,2.125
mul8_473,NO,NO,3.683594,60.353012,4.171875,6.4e-05,56.517334,0.00159,0.000179,0.00159,0.000179,8.597783,0.01348,0.446777,36.0,1.0
mul8_474,NO,NO,44.515625,15760.95874,81.148315,0.001248,11157.550512,0.020438,0.006669,0.020438,0.006669,133.20135,0.084184,0.951904,428.0,5.4
mul8_475,NO,NO,170.929688,66962.271423,239.188293,0.003678,38968.189765,0.064272,0.029087,0.064272,0.029087,310.127763,0.182258,0.988022,1291.0,2.0
mul8_476,NO,NO,92.9375,12612.183594,104.917175,0.001613,10241.948829,0.030078,0.010896,0.030078,0.010896,145.772297,0.108632,0.962906,594.0,5.0
mul8_477,NO,NO,28.867188,485192.513611,372.628601,0.005731,347173.753786,0.050877,0.014424,0.050877,0.014424,697.155526,0.130434,0.881271,2444.0,1.0
mul8_478,NO,NO,144.241211,21088.633712,160.062653,0.002462,16274.107891,0.040063,0.014002,0.040063,0.014002,204.680631,0.124926,0.976807,1033.0,1.0
mul8_479,NO,NO,67.625,6521.1875,76.339233,0.001174,5266.649569,0.021951,0.005944,0.021951,0.005944,105.329617,0.080163,0.950531,529.0,2.0
mul8_480,NO,NO,66.390625,2485.253662,66.416992,0.001021,2481.751899,0.021572,0.005682,0.021572,0.005682,83.023905,0.078402,0.925781,332.0,1.0
mul8_481,NO,NO,116.773438,11017.706482,120.026733,0.001846,10247.325457,0.031124,0.008336,0.031124,0.008336,157.015102,0.096461,0.959412,721.0,1.0
mul8_482,NO,NO,204.78125,48361.811523,231.986053,0.003568,36479.642872,0.05416,0.020584,0.05416,0.020584,300.494878,0.153355,0.978043,1304.0,4.333333
mul8_483,NO,NO,144.75,40282.0625,153.529541,0.002361,37663.305035,0.0358,0.011929,0.0358,0.011929,247.456309,0.114939,0.96106,1312.0,3.0
mul8_484,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mul8_485,NO,NO,196.75,33823.75,202.981018,0.003122,31333.018805,0.041359,0.012184,0.041359,0.012184,269.32195,0.117874,0.975006,1276.0,1.0
mul8_486,NO,NO,210.365234,73935.255276,256.135742,0.003939,52583.268683,0.057055,0.022068,0.057055,0.022068,343.785961,0.159133,0.982178,1648.0,1.25
mul8_487,NO,NO,157.932129,648356.941683,617.610138,0.009498,291857.216538,0.093785,0.027908,0.093785,0.027908,820.548292,0.191583,0.990295,2811.0,6.0625
mul8_488,NO,NO,86.210938,663602.248474,607.349304,0.00934,302161.396907,0.097069,0.033688,0.097069,0.033688,819.167,0.20763,0.989761,2911.0,7.0
mul8_489,NO,NO,71.621094,13266.442368,95.662964,0.001471,9244.620782,0.026754,0.009098,0.026754,0.009098,135.631941,0.099067,0.965546,633.0,5.0
mul8_490,NO,NO,51.773438,718709.792419,620.457977,0.009542,336422.179661,0.094188,0.02833,0.094188,0.02833,849.346973,0.192876,0.991058,3043.0,3.0
mul8_491,NO,NO,68.0,94985.625,148.269531,0.00228,77625.771103,0.020513,0.004813,0.020513,0.004813,315.609925,0.072344,0.698196,2572.0,1.0
mul8_492,NO,NO,144.241211,21088.633712,160.062653,0.002462,16274.107891,0.040063,0.014002,0.040063,0.014002,204.680631,0.124926,0.976807,1033.0,1.0
mul8_493,NO,NO,162.100586,28591.081679,176.875214,0.00272,23582.840446,0.042232,0.014017,0.042232,0.014017,234.238514,0.125701,0.96814,990.0,1.0
mul8_494,NO,NO,128.984375,10545.734131,130.027832,0.002,10275.466022,0.034633,0.009959,0.034633,0.009959,164.871778,0.105635,0.971802,673.0,1.0
mul8_495,NO,NO,186.592773,75150.379088,256.535645,0.003945,44156.705272,0.061331,0.040495,0.061331,0.040495,331.613091,0.210373,0.981125,1673.0,7.0
mul8_496,NO,NO,8.155273,230.896422,10.5979,0.000163,185.089415,0.004115,0.000863,0.004115,0.000863,17.245431,0.029664,0.683899,61.0,2.0
mul8_497,NO,NO,105.734375,12289.710693,118.064514,0.001816,9530.239246,0.033317,0.011664,0.033317,0.011664,153.197483,0.11302,0.964172,736.0,3.0
mul8_498,NO,NO,28.5,1131.75,34.992188,0.000538,719.546814,0.012166,0.002448,0.012166,0.002448,44.090815,0.050954,0.844727,104.0,2.0
mul8_499,NO,NO,111.527344,37053.327377,175.004395,0.002691,18865.137676,0.052952,0.022654,0.052952,0.022654,222.467247,0.159554,0.983856,951.0,3.0
ReFAM_new1_sta1_j1_k1,YES,YES,3.75,5.9375,3.75,5.8e-05,5.9375,467834.474654,27851199263703.586,467834.474654,27851199263703.586,4.472136,5298119.322871,0.8125,6.0,60000000.0
ReFAM_new1_sta1_j1_k2,NO,YES,7.0,32.0,7.25,0.000111,28.4375,1091613.773635,151634307103572.66,1091613.773635,151634307103572.66,9.0,12362278.420031,0.859375,14.0,140000000.0
ReFAM_new1_sta1_j1_k3,NO,YES,13.5,142.75,14.21875,0.000219,122.827148,2339172.372382,696279981596684.4,2339172.372382,696279981596684.4,18.027756,26490596.614353,0.882813,30.0,300000000.0
ReFAM_new1_sta1_j1_k4,NO,YES,26.5,600.75,28.171875,0.000433,509.345459,4834289.571231,2973889165826133.5,4834289.571231,2973889165826133.5,36.097091,54747233.002996,0.910156,62.0,620000000.0
ReFAM_new1_sta1_j1_k5,NO,YES,52.5,2470.75,56.078125,0.000862,2082.243896,9824523.971376,1.2282378875220824e+16,9824523.971376,1.2282378875220824e+16,72.297994,111260505.780282,0.929688,126.0,1260000000.0
ReFAM_new1_sta1_j1_k6,NO,YES,104.5,10026.75,111.894531,0.001721,8426.613876,19804992.776295,4.991244365763508e+16,19804992.776295,4.991244365763508e+16,144.730785,224287051.334855,0.943359,254.0,2540000000.0
ReFAM_new1_sta1_j1_k7,NO,YES,208.5,40402.75,223.529297,0.003438,33909.653439,39765930.394797,2.0122491467629386e+17,39765930.394797,2.0122491467629386e+17,289.611809,450340142.444002,0.954102,510.0,5100000000.0
ReFAM_new1_sta1_j1_k8,NO,YES,416.5,150034.75,445.94043,0.006858,124644.13317,79687805.642631,8.080592225284481e+17,79687805.642631,8.080592225284481e+17,568.776758,902446324.662299,0.964355,1022.0,10220000000.0
ReFAM_new1_sta1_j2_k1,NO,YES,5.5,27.75,5.75,8.8e-05,24.9375,935668.948627,111404797056098.92,935668.948627,111404797056098.92,7.615773,10596238.645741,0.671875,12.0,120000000.0
ReFAM_new1_sta1_j2_k2,NO,YES,12.0,136.0,12.75,0.000196,117.4375,2183227.547382,606537228413499.2,2183227.547382,606537228413499.2,16.733201,24724556.840063,0.75,28.0,280000000.0
ReFAM_new1_sta1_j2_k3,NO,YES,25.0,589.0,26.71875,0.000411,500.108398,4678344.746234,2785119926372837.0,4678344.746234,2785119926372837.0,34.842503,52981193.228706,0.804688,60.0,600000000.0
ReFAM_new1_sta1_j2_k4,NO,YES,51.0,2449.0,54.640625,0.00084,2064.4021,9668579.146381,1.1895556663224784e+16,9668579.146381,1.1895556663224784e+16,71.063352,109494466.005993,0.849609,124.0,1240000000.0
ReFAM_new1_sta1_j2_k5,NO,YES,103.0,9985.0,110.46875,0.001699,8390.655273,19649047.951299,4.912951550056801e+16,19649047.951299,4.912951550056801e+16,143.506097,222521011.560565,0.880859,252.0,2520000000.0
ReFAM_new1_sta1_j2_k6,NO,YES,207.0,40321.0,222.113281,0.003416,33835.690292,39609985.569802,1.9964977462915523e+17,39609985.569802,1.9964977462915523e+17,288.392094,448574102.66971,0.904297,508.0,5080000000.0
ReFAM_new1_sta1_j2_k7,NO,YES,415.0,149953.0,444.554688,0.006837,124549.129822,79531860.817635,8.048996587010019e+17,79531860.817635,8.048996587010019e+17,567.607259,900680284.888004,0.924805,1020.0,10200000000.0
ReFAM_new1_sta1_j3_k1,NO,YES,9.75,114.9375,10.5,0.000161,99.75,1871337.897736,445619188222278.5,1871337.897736,445619188222278.5,14.491377,21192477.291482,0.601563,24.0,240000000.0
ReFAM_new1_sta1_j3_k2,NO,YES,22.75,552.4375,24.5,0.000377,469.75,4366455.096593,2426148913638477.0,4366455.096593,2426148913638477.0,32.710854,49449113.680126,0.707031,56.0,560000000.0
ReFAM_new1_sta1_j3_k3,NO,YES,48.75,2381.4375,52.4375,0.000806,2008.308594,9356689.496743,1.1140479705408522e+16,9356689.496743,1.1140479705408522e+16,68.978257,105962386.457412,0.775391,120.0,1200000000.0
ReFAM_new1_sta1_j3_k4,NO,YES,100.75,9855.4375,108.28125,0.001665,8281.170898,19337158.301663,4.758222665259089e+16,19337158.301663,4.758222665259089e+16,141.442568,218988932.011985,0.826172,248.0,2480000000.0
ReFAM_new1_sta1_j3_k5,NO,YES,204.75,40067.4375,219.9375,0.003382,33617.496094,39298095.920164,1.9651806200064275e+17,39298095.920164,1.9651806200064275e+17,286.33896,445042023.121129,0.863281,504.0,5040000000.0
ReFAM_new1_sta1_j3_k6,NO,YES,412.75,149451.4375,442.402344,0.006804,124094.166245,79219971.167997,7.985990985117961e+17,79219971.167997,7.985990985117961e+17,565.520999,897148205.339421,0.896973,1016.0,10160000000.0
ReFAM_new1_sta1_j4_k1,NO,YES,19.5,459.75,21.0,0.000323,399.0,3742675.797613,1782476752873259.2,3742675.797613,1782476752873259.2,28.982753,42384954.582965,0.601563,48.0,480000000.0
ReFAM_new1_sta1_j4_k2,NO,YES,45.5,2209.75,49.0,0.000754,1879.0,8732910.197789,9704595654481044.0,8732910.197789,9704595654481044.0,65.421709,98898227.360252,0.707031,112.0,1120000000.0
ReFAM_new1_sta1_j4_k3,NO,YES,97.5,9525.75,104.875,0.001613,8033.234375,18713379.00272,4.45619188213265e+16,18713379.00272,4.45619188213265e+16,137.956515,211924772.914825,0.775391,240.0,2400000000.0
ReFAM_new1_sta1_j4_k4,NO,YES,201.5,39421.75,216.5625,0.00333,33124.683594,38674316.621234,1.9032890660884934e+17,38674316.621234,1.9032890660884934e+17,282.885136,437977864.023971,0.826172,496.0,4960000000.0
ReFAM_new1_sta1_j4_k5,NO,YES,409.5,148237.75,439.03125,0.006752,123179.561523,78596191.869072,7.8607224799905e+17,78596191.869072,7.8607224799905e+17,562.074728,890084046.242259,0.871094,1008.0,10080000000.0
