mul_name,untrained
mul8_000,0.3021000027656555
mul8_001,0.1000000014901161
mul8_002,0.1000000014901161
mul8_003,0.1000000014901161
mul8_004,0.1000000014901161
mul8_005,0.1000000014901161
mul8_006,0.722599983215332
mul8_007,0.2088000029325485
mul8_008,0.1000000014901161
mul8_009,0.1000000014901161
mul8_010,0.3546999990940094
mul8_011,0.1000000014901161
mul8_012,0.722100019454956
mul8_013,0.1000000014901161
mul8_014,0.1000000014901161
mul8_015,0.1099999994039535
mul8_016,0.707099974155426
mul8_017,0.1000000014901161
mul8_018,0.1000000014901161
mul8_019,0.1000000014901161
mul8_020,0.1000000014901161
mul8_021,0.722000002861023
mul8_022,0.1000000014901161
mul8_023,0.1000000014901161
mul8_024,0.1000000014901161
mul8_025,0.1000000014901161
mul8_026,0.1018999963998794
mul8_027,0.7218999862670898
mul8_028,0.1894000023603439
mul8_029,0.5914999842643738
mul8_030,0.3327000141143799
mul8_031,0.1000000014901161
mul8_032,0.4912999868392944
mul8_033,0.1000000014901161
mul8_034,0.1000000014901161
mul8_035,0.5065000057220459
mul8_036,0.1000000014901161
mul8_037,0.1000000014901161
mul8_038,0.1000000014901161
mul8_039,0.6837000250816345
mul8_040,0.1000000014901161
mul8_041,0.722100019454956
mul8_042,0.6669999957084656
mul8_043,0.1000000014901161
mul8_044,0.1000000014901161
mul8_045,0.1000000014901161
mul8_046,0.1000000014901161
mul8_047,0.1000000014901161
mul8_048,0.1002999991178512
mul8_049,0.1000000014901161
mul8_050,0.6980999708175659
mul8_051,0.100100003182888
mul8_052,0.1156999990344047
mul8_053,0.1215000003576278
mul8_054,0.1046999990940094
mul8_055,0.6995000243186951
mul8_056,0.1891999989748001
mul8_057,0.1000000014901161
mul8_058,0.1019999980926513
mul8_059,0.1000000014901161
mul8_060,0.7095000147819519
mul8_061,0.1000000014901161
mul8_062,0.1089000031352043
mul8_063,0.1000000014901161
mul8_064,0.1000000014901161
mul8_065,0.7031999826431274
mul8_066,0.1000000014901161
mul8_067,0.1089999973773956
mul8_068,0.1009000018239021
mul8_069,0.1093000024557113
mul8_070,0.7085999846458435
mul8_071,0.1000000014901161
mul8_072,0.5931000113487244
mul8_073,0.1000000014901161
mul8_074,0.1000000014901161
mul8_075,0.1000000014901161
mul8_076,0.4255000054836273
mul8_077,0.1000000014901161
mul8_078,0.1000000014901161
mul8_079,0.101000003516674
mul8_080,0.100100003182888
mul8_081,0.1000000014901161
mul8_082,0.1000000014901161
mul8_083,0.656499981880188
mul8_084,0.100100003182888
mul8_085,0.100100003182888
mul8_086,0.7214999794960022
mul8_087,0.7224000096321106
mul8_088,0.1000000014901161
mul8_089,0.1000000014901161
mul8_090,0.1000000014901161
mul8_091,0.7001000046730042
mul8_092,0.6043000221252441
mul8_093,0.6901999711990356
mul8_094,0.4462000131607055
mul8_095,0.1000000014901161
mul8_096,0.1000000014901161
mul8_097,0.1000000014901161
mul8_098,0.699999988079071
mul8_099,0.1000000014901161
mul8_100,0.1000000014901161
mul8_101,0.1023999974131584
mul8_102,0.1000000014901161
mul8_103,0.3034000098705292
mul8_104,0.6955000162124634
mul8_105,0.1000000014901161
mul8_106,0.1000000014901161
mul8_107,0.1002999991178512
mul8_108,0.6272000074386597
mul8_109,0.7026000022888184
mul8_110,0.1000000014901161
mul8_111,0.6057000160217285
mul8_112,0.1000000014901161
mul8_113,0.1000000014901161
mul8_114,0.6535999774932861
mul8_115,0.1000000014901161
mul8_116,0.7077000141143799
mul8_117,0.1000000014901161
mul8_118,0.6967999935150146
mul8_119,0.5782999992370605
mul8_120,0.1000000014901161
mul8_121,0.1049000024795532
mul8_122,0.1000000014901161
mul8_123,0.6747999787330627
mul8_124,0.1002999991178512
mul8_125,0.7006999850273132
mul8_126,0.1009000018239021
mul8_127,0.7098000049591064
mul8_128,0.1000000014901161
mul8_129,0.1000000014901161
mul8_130,0.5997999906539917
mul8_131,0.1000000014901161
mul8_132,0.7213000059127808
mul8_133,0.1008000001311302
mul8_134,0.1041999980807304
mul8_135,0.1000000014901161
mul8_136,0.1306000053882599
mul8_137,0.1010999977588653
mul8_138,0.1000000014901161
mul8_139,0.1005999967455864
mul8_140,0.1000000014901161
mul8_141,0.7218999862670898
mul8_142,0.7221999764442444
mul8_143,0.100500002503395
mul8_144,0.1001999974250793
mul8_145,0.3510000109672546
mul8_146,0.1000000014901161
mul8_147,0.1000000014901161
mul8_148,0.100100003182888
mul8_149,0.1000000014901161
mul8_150,0.100500002503395
mul8_151,0.1000000014901161
mul8_152,0.1032000035047531
mul8_153,0.7081000208854675
mul8_154,0.6955000162124634
mul8_155,0.1000000014901161
mul8_156,0.4862000048160553
mul8_157,0.7053999900817871
mul8_158,0.1000000014901161
mul8_159,0.701200008392334
mul8_160,0.446399986743927
mul8_161,0.1000000014901161
mul8_162,0.1000000014901161
mul8_163,0.1000000014901161
mul8_164,0.100100003182888
mul8_165,0.7002000212669373
mul8_166,0.1000000014901161
mul8_167,0.1000000014901161
mul8_168,0.7217000126838684
mul8_169,0.100100003182888
mul8_170,0.100100003182888
mul8_171,0.70169997215271
mul8_172,0.1000000014901161
mul8_173,0.1000000014901161
mul8_174,0.7192000150680542
mul8_175,0.1000000014901161
mul8_176,0.1000000014901161
mul8_177,0.722599983215332
mul8_178,0.1000000014901161
mul8_179,0.1011999994516372
mul8_180,0.4607000052928924
mul8_181,0.1093000024557113
mul8_182,0.1000000014901161
mul8_183,0.210899993777275
mul8_184,0.1000000014901161
mul8_185,0.1668000072240829
mul8_186,0.100100003182888
mul8_187,0.1000000014901161
mul8_188,0.1000000014901161
mul8_189,0.100100003182888
mul8_190,0.1000000014901161
mul8_191,0.1000000014901161
mul8_192,0.6801999807357788
mul8_193,0.1573999971151352
mul8_194,0.1000000014901161
mul8_195,0.1000000014901161
mul8_196,0.4417999982833862
mul8_197,0.1000000014901161
mul8_198,0.1000000014901161
mul8_199,0.1000000014901161
mul8_200,0.1000000014901161
mul8_201,0.1000000014901161
mul8_202,0.1000000014901161
mul8_203,0.101400002837181
mul8_204,0.1000000014901161
mul8_205,0.1000000014901161
mul8_206,0.722000002861023
mul8_207,0.100100003182888
mul8_208,0.100100003182888
mul8_209,0.1000000014901161
mul8_210,0.1000000014901161
mul8_211,0.1000000014901161
mul8_212,0.1000000014901161
mul8_213,0.7218999862670898
mul8_214,0.1000000014901161
mul8_215,0.1000000014901161
mul8_216,0.100100003182888
mul8_217,0.1000000014901161
mul8_218,0.2003999948501587
mul8_219,0.1000000014901161
mul8_220,0.1000000014901161
mul8_221,0.1000000014901161
mul8_222,0.1000000014901161
mul8_223,0.1000000014901161
mul8_224,0.1000000014901161
mul8_225,0.100100003182888
mul8_226,0.1001999974250793
mul8_227,0.1000000014901161
mul8_228,0.3461000025272369
mul8_229,0.1000000014901161
mul8_230,0.1000000014901161
mul8_231,0.1243999972939491
mul8_232,0.1000000014901161
mul8_233,0.1044000014662742
mul8_234,0.1000000014901161
mul8_235,0.7085999846458435
mul8_236,0.1000000014901161
mul8_237,0.1000000014901161
mul8_238,0.1000000014901161
mul8_239,0.1386999934911728
mul8_240,0.7224000096321106
mul8_241,0.1000000014901161
mul8_242,0.1000000014901161
mul8_243,0.1000000014901161
mul8_244,0.2159000039100647
mul8_245,0.1000000014901161
mul8_246,0.1000000014901161
mul8_247,0.1000000014901161
mul8_248,0.7084000110626221
mul8_249,0.1000000014901161
mul8_250,0.1000000014901161
mul8_251,0.1000000014901161
mul8_252,0.100100003182888
mul8_253,0.1000000014901161
mul8_254,0.1000000014901161
mul8_255,0.1000000014901161
mul8_256,0.1000000014901161
mul8_257,0.1000000014901161
mul8_258,0.1000000014901161
mul8_259,0.1000000014901161
mul8_260,0.1000000014901161
mul8_261,0.1000000014901161
mul8_262,0.5620999932289124
mul8_263,0.7138000130653381
mul8_264,0.1000000014901161
mul8_265,0.1203000023961067
mul8_266,0.1000000014901161
mul8_267,0.1000000014901161
mul8_268,0.2213999927043914
mul8_269,0.1000000014901161
mul8_270,0.1000000014901161
mul8_271,0.1000000014901161
mul8_272,0.6991999745368958
mul8_273,0.1000000014901161
mul8_274,0.1014999970793724
mul8_275,0.1000000014901161
mul8_276,0.6542999744415283
mul8_277,0.100100003182888
mul8_278,0.1000000014901161
mul8_279,0.1000000014901161
mul8_280,0.1000000014901161
mul8_281,0.1000000014901161
mul8_282,0.7215999960899353
mul8_283,0.1000000014901161
mul8_284,0.1000000014901161
mul8_285,0.2061000019311905
mul8_286,0.2513000071048736
mul8_287,0.1000000014901161
mul8_288,0.1000000014901161
mul8_289,0.7218999862670898
mul8_290,0.1000000014901161
mul8_291,0.1116999983787536
mul8_292,0.1000000014901161
mul8_293,0.1000000014901161
mul8_294,0.1009000018239021
mul8_295,0.1000000014901161
mul8_296,0.1005999967455864
mul8_297,0.1000000014901161
mul8_298,0.1000000014901161
mul8_299,0.7218999862670898
mul8_300,0.3167999982833862
mul8_301,0.1000000014901161
mul8_302,0.5893999934196472
mul8_303,0.6887000203132629
mul8_304,0.1000000014901161
mul8_305,0.5591999888420105
mul8_306,0.1000000014901161
mul8_307,0.4706999957561493
mul8_308,0.1000000014901161
mul8_309,0.1000000014901161
mul8_310,0.1000000014901161
mul8_311,0.1000000014901161
mul8_312,0.2476000040769577
mul8_313,0.1000000014901161
mul8_314,0.7081000208854675
mul8_315,0.1000000014901161
mul8_316,0.6998000144958496
mul8_317,0.5892000198364258
mul8_318,0.7204999923706055
mul8_319,0.1022000014781951
mul8_320,0.7210999727249146
mul8_321,0.1000000014901161
mul8_322,0.7225000262260437
mul8_323,0.1000000014901161
mul8_324,0.1000000014901161
mul8_325,0.100100003182888
mul8_326,0.1000000014901161
mul8_327,0.1000000014901161
mul8_328,0.1000000014901161
mul8_329,0.1000000014901161
mul8_330,0.101000003516674
mul8_331,0.1000000014901161
mul8_332,0.1000000014901161
mul8_333,0.1000000014901161
mul8_334,0.1000000014901161
mul8_335,0.1000000014901161
mul8_336,0.131300002336502
mul8_337,0.1000000014901161
mul8_338,0.100100003182888
mul8_339,0.1000000014901161
mul8_340,0.7110000252723694
mul8_341,0.1000000014901161
mul8_342,0.6992999911308289
mul8_343,0.100100003182888
mul8_344,0.7222999930381775
mul8_345,0.1000000014901161
mul8_346,0.6668000221252441
mul8_347,0.1000000014901161
mul8_348,0.7208999991416931
mul8_349,0.100100003182888
mul8_350,0.1000000014901161
mul8_351,0.7218000292778015
mul8_352,0.1000000014901161
mul8_353,0.1000000014901161
mul8_354,0.1000000014901161
mul8_355,0.1000000014901161
mul8_356,0.1000000014901161
mul8_357,0.7214000225067139
mul8_358,0.1000000014901161
mul8_359,0.100100003182888
mul8_360,0.1000000014901161
mul8_361,0.101400002837181
mul8_362,0.6306999921798706
mul8_363,0.1120000034570694
mul8_364,0.722100019454956
mul8_365,0.6870999932289124
mul8_366,0.1000000014901161
mul8_367,0.1000000014901161
mul8_368,0.7057999968528748
mul8_369,0.1000000014901161
mul8_370,0.1000000014901161
mul8_371,0.1000000014901161
mul8_372,0.1000000014901161
mul8_373,0.1000000014901161
mul8_374,0.1092000007629394
mul8_375,0.5554999709129333
mul8_376,0.1000000014901161
mul8_377,0.1000000014901161
mul8_378,0.6826000213623047
mul8_379,0.1000000014901161
mul8_380,0.1010999977588653
mul8_381,0.1000000014901161
mul8_382,0.1000000014901161
mul8_383,0.1000000014901161
mul8_384,0.1022000014781951
mul8_385,0.1000000014901161
mul8_386,0.1000000014901161
mul8_387,0.1000000014901161
mul8_388,0.1001999974250793
mul8_389,0.1000000014901161
mul8_390,0.1099999994039535
mul8_391,0.1187999993562698
mul8_392,0.5766000151634216
mul8_393,0.1000000014901161
mul8_394,0.100100003182888
mul8_395,0.1000000014901161
mul8_396,0.1000000014901161
mul8_397,0.1000000014901161
mul8_398,0.6919000148773193
mul8_399,0.1000000014901161
mul8_400,0.7211999893188477
mul8_401,0.1000000014901161
mul8_402,0.1092000007629394
mul8_403,0.125
mul8_404,0.1000000014901161
mul8_405,0.1000000014901161
mul8_406,0.101000003516674
mul8_407,0.722100019454956
mul8_408,0.1000000014901161
mul8_409,0.1000000014901161
mul8_410,0.1000000014901161
mul8_411,0.1000000014901161
mul8_412,0.1000000014901161
mul8_413,0.1000000014901161
mul8_414,0.7005000114440918
mul8_415,0.100100003182888
mul8_416,0.1000000014901161
mul8_417,0.101000003516674
mul8_418,0.6992999911308289
mul8_419,0.100100003182888
mul8_420,0.1000000014901161
mul8_421,0.1000000014901161
mul8_422,0.5942000150680542
mul8_423,0.1000000014901161
mul8_424,0.1000000014901161
mul8_425,0.1009000018239021
mul8_426,0.1000000014901161
mul8_427,0.1000000014901161
mul8_428,0.100100003182888
mul8_429,0.1000000014901161
mul8_430,0.1000000014901161
mul8_431,0.1758999973535537
mul8_432,0.6879000067710876
mul8_433,0.722100019454956
mul8_434,0.1000000014901161
mul8_435,0.1000000014901161
mul8_436,0.1798000037670135
mul8_437,0.1000000014901161
mul8_438,0.1000000014901161
mul8_439,0.1000000014901161
mul8_440,0.1000000014901161
mul8_441,0.1000000014901161
mul8_442,0.3885999917984009
mul8_443,0.1041999980807304
mul8_444,0.1035000011324882
mul8_445,0.1000000014901161
mul8_446,0.100100003182888
mul8_447,0.1000000014901161
mul8_448,0.1000000014901161
mul8_449,0.1000000014901161
mul8_450,0.5422999858856201
mul8_451,0.1000000014901161
mul8_452,0.1114000007510185
mul8_453,0.7042999863624573
mul8_454,0.1000000014901161
mul8_455,0.7208999991416931
mul8_456,0.1000000014901161
mul8_457,0.1770000010728836
mul8_458,0.1041999980807304
mul8_459,0.6886000037193298
mul8_460,0.4972000122070312
mul8_461,0.1000000014901161
mul8_462,0.1000000014901161
mul8_463,0.6521000266075134
mul8_464,0.1000000014901161
mul8_465,0.1000000014901161
mul8_466,0.100100003182888
mul8_467,0.1015999987721443
mul8_468,0.1062999963760376
mul8_469,0.6085000038146973
mul8_470,0.7150999903678894
mul8_471,0.1000000014901161
mul8_472,0.53329998254776
mul8_473,0.701200008392334
mul8_474,0.3774999976158142
mul8_475,0.1000000014901161
mul8_476,0.1000000014901161
mul8_477,0.1127000004053115
mul8_478,0.1000000014901161
mul8_479,0.1066000014543533
mul8_480,0.1005999967455864
mul8_481,0.1000000014901161
mul8_482,0.1000000014901161
mul8_483,0.1000000014901161
mul8_484,0.722100019454956
mul8_485,0.1000000014901161
mul8_486,0.1000000014901161
mul8_487,0.1000000014901161
mul8_488,0.1000000014901161
mul8_489,0.100100003182888
mul8_490,0.1000000014901161
mul8_491,0.1000000014901161
mul8_492,0.1000000014901161
mul8_493,0.1000000014901161
mul8_494,0.1000000014901161
mul8_495,0.1000000014901161
mul8_496,0.6866000294685364
mul8_497,0.1000000014901161
mul8_498,0.3186999857425689
mul8_499,0.1000000014901161
ReFAM_new1_sta1_j1_k1,0.7045000195503235
ReFAM_new1_sta1_j1_k2,0.6830000281333923
ReFAM_new1_sta1_j1_k3,0.6047999858856201
ReFAM_new1_sta1_j1_k4,0.339599996805191
ReFAM_new1_sta1_j1_k5,0.1010999977588653
ReFAM_new1_sta1_j1_k6,0.1000000014901161
ReFAM_new1_sta1_j1_k7,0.1000000014901161
ReFAM_new1_sta1_j1_k8,0.1000000014901161
ReFAM_new1_sta1_j2_k1,0.6931999921798706
ReFAM_new1_sta1_j2_k2,0.6173999905586243
ReFAM_new1_sta1_j2_k3,0.3601000010967254
ReFAM_new1_sta1_j2_k4,0.1018999963998794
ReFAM_new1_sta1_j2_k5,0.1000000014901161
ReFAM_new1_sta1_j2_k6,0.1000000014901161
ReFAM_new1_sta1_j2_k7,0.1000000014901161
ReFAM_new1_sta1_j3_k1,0.6430000066757202
ReFAM_new1_sta1_j3_k2,0.3973999917507171
ReFAM_new1_sta1_j3_k3,0.1040000021457672
ReFAM_new1_sta1_j3_k4,0.1000000014901161
ReFAM_new1_sta1_j3_k5,0.1000000014901161
ReFAM_new1_sta1_j3_k6,0.1000000014901161
ReFAM_new1_sta1_j4_k1,0.4731000065803528
ReFAM_new1_sta1_j4_k2,0.1172999963164329
ReFAM_new1_sta1_j4_k3,0.1000000014901161
ReFAM_new1_sta1_j4_k4,0.1000000014901161
ReFAM_new1_sta1_j4_k5,0.1000000014901161
ReFAM_new1_sta1_j5_k1,0.1815000027418136
ReFAM_new1_sta1_j5_k2,0.1000000014901161
ReFAM_new1_sta1_j5_k3,0.1000000014901161
ReFAM_new1_sta1_j5_k4,0.1000000014901161
ReFAM_new1_sta1_j6_k1,0.1472000032663345
ReFAM_new1_sta1_j6_k2,0.1000000014901161
ReFAM_new1_sta1_j6_k3,0.1000000014901161
ReFAM_new1_sta1_j7_k1,0.1000000014901161
ReFAM_new1_sta1_j7_k2,0.1000000014901161
ReFAM_new1_sta2_j1_k1,0.7050999999046326
ReFAM_new1_sta2_j1_k2,0.6800000071525574
ReFAM_new1_sta2_j1_k3,0.5995000004768372
ReFAM_new1_sta2_j1_k4,0.1710000038146972
ReFAM_new1_sta2_j1_k5,0.1026000007987022
ReFAM_new1_sta2_j1_k6,0.1000000014901161
ReFAM_new1_sta2_j1_k7,0.1000000014901161
ReFAM_new1_sta2_j1_k8,0.1000000014901161
ReFAM_new1_sta2_j2_k1,0.6904000043869019
ReFAM_new1_sta2_j2_k2,0.6136000156402588
ReFAM_new1_sta2_j2_k3,0.3628000020980835
ReFAM_new1_sta2_j2_k4,0.1040000021457672
ReFAM_new1_sta2_j2_k5,0.1000000014901161
ReFAM_new1_sta2_j2_k6,0.1000000014901161
ReFAM_new1_sta2_j2_k7,0.1000000014901161
ReFAM_new1_sta2_j3_k1,0.6407999992370605
ReFAM_new1_sta2_j3_k2,0.4025999903678894
ReFAM_new1_sta2_j3_k3,0.1084000021219253
ReFAM_new1_sta2_j3_k4,0.1000000014901161
ReFAM_new1_sta2_j3_k5,0.1000000014901161
ReFAM_new1_sta2_j3_k6,0.1000000014901161
ReFAM_new1_sta2_j4_k1,0.4839000105857849
ReFAM_new1_sta2_j4_k2,0.131400004029274
ReFAM_new1_sta2_j4_k3,0.1000000014901161
ReFAM_new1_sta2_j4_k4,0.1000000014901161
ReFAM_new1_sta2_j4_k5,0.1000000014901161
ReFAM_new1_sta2_j5_k1,0.1931000053882599
ReFAM_new1_sta2_j5_k2,0.1049000024795532
ReFAM_new1_sta2_j5_k3,0.1000000014901161
ReFAM_new1_sta2_j5_k4,0.1000000014901161
ReFAM_new1_sta2_j6_k1,0.1020999997854232
ReFAM_new1_sta2_j6_k2,0.1000000014901161
ReFAM_new1_sta2_j6_k3,0.1000000014901161
