,Unnamed: 0,mul_name,retrained_acc,untrained_acc,net,dataset,concat,classify,single-sided,zero-error,mue_ED0,var_ED0,mue_ED,NMED,var_ED,mue_RED,var_RED,mue_ARED,var_ARED,RMS_ED,RMS_RED,ER,WCE,WCRE
4430,4430,mul8_295,-1.0,0.2980000078678131,vgg16,mnist,vgg16mnist,2,NO,NO,0.7751772133970783,0.1349255451048327,0.4318307712534887,0.4318618042226487,0.1575211409004968,0.0286710860810129,0.0168234407896007,0.0286710860810129,0.0168234407896007,0.4113698936402857,0.0768072648883634,0.981232526079794,0.5222551928783383,0.1428571428571428
4431,4431,ReFAM_new2_sta4_j2_k2,-1.0,0.1020999997854232,resnet34,mnist,resnet34mnist,2,NO,NO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2857142857142857
4432,4432,ReFAM_sta2_j1_k4_const1,0.7572000026702881,0.6110000014305115,vgg16,cifar,vgg16cifar,1,NO,YES,0.0675951063666541,0.0024416923547244,0.0521191417973924,0.0520633397312859,0.001462146956818,1.0,1.0,1.0,1.0,0.0458384505842977,1.0,1.0,0.0229970326409495,1.0
4433,4433,ReFAM_new2_sta3_j1_k3,-1.0,0.1050999984145164,resnet34,mnist,resnet34mnist,2,YES,NO,0.0797275613555407,0.0011814383613991,0.0424332835872575,0.0424664107485604,0.0015545950807221,0.0063120294434898,0.0064301680588161,0.0063120294434898,0.0064301680588161,0.0406040618641429,0.0454689991221941,0.8272431270095645,0.0222551928783382,0.2857142857142857
4434,4434,mul8_014,0.3433000147342682,0.1000000014901161,vgg16,cifar,vgg16cifar,2,NO,NO,1.0,0.2805346180291952,0.6076711694456507,0.6077255278310941,0.2918012078345574,0.0356570491104257,0.0239700229849535,0.0356570491104257,0.0239700229849535,0.571229668757829,0.0920531699539599,0.9961157753482566,0.6364985163204748,0.1428571428571428
4435,4435,ReFAM_new1_sta2_j4_k4,-1.0,0.1027999967336654,resnet18,mnist,resnet18mnist,2,NO,YES,0.6568857772554336,0.3346296779863959,0.4960831385657916,0.4961612284069098,0.2878298506556761,1.0,1.0,1.0,1.0,0.5082126384587343,1.0,0.8498011562059016,0.3679525222551928,1.0
4436,4436,ReFAM_sta4_j3_k7_const1,-1.0,0.0979999974370002,vgg16,mnist,vgg16mnist,2,NO,YES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4437,4437,ReFAM_sta3_j6_k3_const1,-1.0,0.0998999997973442,resnet18,cifar,resnet18cifar,2,NO,YES,0.3072110923971652,0.7691692653300385,0.7425572389573025,0.7425623800383878,0.3662171602123064,1.0,1.0,1.0,1.0,0.6759109546318391,1.0,0.9644229457389598,0.6646884272997032,1.0
4438,4438,mul8_329,-1.0,0.1134999990463256,resnet34,mnist,resnet34mnist,2,NO,NO,0.7470125857443058,0.3531250796117494,0.5741478939114187,0.5741362763915547,0.253437377481466,0.0419392664783988,0.032140304792073,0.0419392664783988,0.032140304792073,0.5368512842316299,0.1067668679051492,0.9956810272679698,0.6461424332344213,0.1428571428571428
4439,4439,ReFAM_sta1_j8_k2_const1,-1.0,0.0979999974370002,vgg16,mnist,vgg16mnist,2,NO,YES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.929654298915268,1.0,1.0
