mul_name,single-sided,zero-error,mue_ED0,var_ED0,mue_ED,NMED,var_ED,mue_RED,var_RED,mue_ARED,var_ARED,RMS_ED,RMS_RED,ER,WCE,WCRE,untrained
ReFAM_new1_sta4_j4_k4,NO,YES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1000000014901161
mul8_435,NO,NO,1.0,0.6513724234845429,0.8207071901275331,0.8206425873421931,0.7223786823066985,0.05502044385663463,0.038358006893730145,0.05502044385663463,0.038358006893730145,0.8495831498665504,0.11932262649062778,1.0,1.0,0.125,0.1000000014901161
ReFAM_sta1_j4_k5_const0,YES,NO,1.0,0.8559371388623849,1.0,1.0,1.0,0.05885807103223859,0.03851077167284457,0.05885807103223859,0.03851077167284457,1.0,0.12076772182511958,0.9119461020737092,0.9830310122878877,0.125,0.1000000014901161
ReFAM_sta4_j6_k2_const1,NO,YES,0.3839556622591539,0.07575945813280456,0.24945591372245693,0.2495359296644841,0.05125431203861525,1.0,1.0,1.0,1.0,0.24581257194924874,1.0,0.8931126229626893,0.16643911319160004,1.0,0.1000000014901161
PPAM42,YES,NO,1.0,1.0,1.0,1.0,1.0,0.23970263809766432,0.14339696191240434,0.23970263809766432,0.14339696191240434,1.0,0.2910784770367186,0.7607833480842225,1.0,0.125,0.1000000014901161
ReFAM_new_sta2_j4_k4,NO,NO,0.2467215095376204,0.06773675134982819,0.17912514581589958,0.1791634728160989,0.05789760807499873,0.008627433975286692,0.0008112336546076141,0.008627433975286692,0.0008112336546076141,0.20947334027706987,0.017562088341902392,0.653487304713655,0.20284766920226255,0.040322625,0.1477999985218048
mul8_449,NO,NO,0.9595141989464598,0.4926690206475746,0.5356688492126459,0.5356433723367904,0.5056397698304989,1.0,1.0,1.0,1.0,0.6224960999096141,1.0,0.9917383818544409,0.918015733697419,1.0,0.1000000014901161
ReFAM_new2_sta4_j2_k1,NO,NO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.1000000014901161
TruMul1,YES,NO,0.7634118441012084,0.13471728362537047,0.36145697887893713,0.36146692402175823,0.17301910707459814,0.02379726343214681,0.015826079932853735,0.02379726343214681,0.015826079932853735,0.3915454164041508,0.07354087171494599,0.7597894324568648,0.330927768025486,0.125,-1.0
ReFAM_new1_sta2_j6_k3,NO,YES,1.0,1.0,0.7209721909836521,0.7209020973208596,0.8769019551606064,1.0,1.0,1.0,1.0,0.8283532798973885,1.0,0.7357348412336897,0.6241466744685001,1.0,0.1000000014901161
mul8_439,NO,NO,1.0,0.4461246427894885,0.5856362983854966,0.5856983219586078,0.4250325032868713,0.04487078723754081,0.03207357994602311,0.04487078723754081,0.03207357994602311,0.6250257116041372,0.1074789655028275,0.9960419550524061,0.784734412586958,0.125,0.1000000014901161
mul8_455,NO,NO,0.0014295209243558352,1.8961575238947128e-06,0.0007045840411786539,0.0007388184446024696,2.3747942142643955e-06,0.0001599011323168319,4.0386091030249185e-05,0.0001599011323168319,4.0386091030249185e-05,0.0011299881222603004,0.0035910917635537404,0.25260019428199115,0.0006501527859046877,0.125,0.7208999991416931
ReFAM_sta2_j4_k3_const0,YES,NO,0.7109179059017147,0.041356911733254044,0.33660237325857795,0.3365318015164249,0.05311520353504982,0.0333118325031122,0.019973555889960193,0.0333118325031122,0.019973555889960193,0.3062031850244312,0.08423427861676908,0.9783276493783394,0.19764644691502503,0.125,0.1000000014901161
mul8_419,NO,NO,0.5099411139379388,0.08995444296843784,0.2664964699399891,0.2665287538903409,0.0954500706485712,0.02447029362184195,0.014505630347864716,0.02447029362184195,0.014505630347864716,0.2896582156842833,0.07079324985220616,0.9696257958580807,0.4375528249138548,0.125,0.100100003182888
mul8_314,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7081000208854675
